Step,nbafl-avg,nbafl-min,nbafl-max,adaclip1-avg,adaclip1-min,adaclip1-max,fixdps-avg,fixdps-min,fixdps-max,mapas-avg,mapas-min,mapas-max
3507,3.83031185,3.75649802,3.966720706,2.808248056,2.725478857,2.893682027,2.400757285,2.186493496,2.579529814,2.095697372,1.959170475,2.168243938
3543,3.933655357,3.75649802,4.077747345,2.676171467,2.497452259,2.805583284,2.42405853,2.186493496,2.579529814,2.016658933,1.931128621,2.159677704
3555,3.866950113,3.75649802,4.077747345,2.702247849,2.497452259,2.805583284,2.385891678,2.186493496,2.579529814,2.075791269,1.931128621,2.159677704
3591,3.876970422,3.766604976,4.077747345,2.725549299,2.497452259,2.875487636,2.438160133,2.186493496,2.602160792,2.074801054,1.931128621,2.15670706
3601,3.851110915,3.766604976,4.000168823,2.80627252,2.739621922,2.875487636,2.338949129,2.083474794,2.602160792,2.070839578,1.919244194,2.15670706
3639,3.848999254,3.760269992,4.000168823,2.809540965,2.739621922,2.875487636,2.380940391,2.083474794,2.602160792,2.064008376,1.919244194,2.15670706
3642,3.963825191,3.760269992,4.131036758,2.680210545,2.487496376,2.813513336,2.399124668,2.083474794,2.602160792,1.989880976,1.919244194,2.116073874
3655,3.886547147,3.760269992,4.131036758,2.722331344,2.487496376,2.86598432,2.364488868,2.083474794,2.602160792,2.06410937,1.934324861,2.141929376
3667,3.981588482,3.768334691,4.131036758,2.69022296,2.487496376,2.86598432,2.278374055,2.083474794,2.530320988,1.99864971,1.919694894,2.141929376
3725,3.982143839,3.768334691,4.132702827,2.667207381,2.41844964,2.86598432,2.331559428,2.171586728,2.530320988,1.999696726,1.919694894,2.141929376
3732,4.078922864,4.045393997,4.132702827,2.699359786,2.41844964,2.962441535,2.282708413,2.152194728,2.530320988,2.025247035,1.919694894,2.218580305
3734,3.984317759,3.761578682,4.132702827,2.748914609,2.41844964,2.962441535,2.245696994,2.152194728,2.34940166,2.10107667,1.937465906,2.218580305
3736,3.95628482,3.761578682,4.058671766,2.737639715,2.384624958,2.962441535,2.215239515,2.057750566,2.34940166,2.100468901,1.9356426,2.218580305
3786,3.863000642,3.761578682,4.048604012,2.704301658,2.384624958,2.865852651,2.189183942,2.041308861,2.34940166,2.077089185,1.9356426,2.148441156
3822,3.959886336,3.778819233,4.052235765,2.73122828,2.384624958,2.946632518,2.15244823,2.041308861,2.345263895,2.088550424,1.9356426,2.181567515
3832,3.863159342,3.758423029,4.052235765,2.863995783,2.782927466,2.946632518,2.122184775,2.000877451,2.345263895,2.152780968,2.128334232,2.181567515
3849,3.861946519,3.758423029,4.052235765,2.85577204,2.782927466,2.946632518,2.143154062,2.000877451,2.45011033,2.151076408,2.128334232,2.181567515
3852,3.844632826,3.758423029,4.000294685,2.656449455,2.348664761,2.837756137,2.164139028,2.000877451,2.45011033,2.06240398,1.915550232,2.143327476
3922,3.927099266,3.775180763,4.005822349,2.622896673,2.348664761,2.837756137,2.259191764,2.000877451,2.516572539,1.99416359,1.915550232,2.143327476
3923,4.004027067,4.000294685,4.005964166,2.671312848,2.348664761,2.983004662,2.231094303,2.000877451,2.516572539,2.02588522,1.915550232,2.238492365
3982,4.021566727,4.005822349,4.052913666,2.670008857,2.344752789,2.983004662,2.328393648,2.025235798,2.516572539,2.028317208,1.922846198,2.238492365
3983,4.053911966,4.005964166,4.102858067,2.55680286,2.342651129,2.983004662,2.304036173,2.025235798,2.516572539,2.026234228,1.91736412,2.238492365
4006,3.97116942,3.757736528,4.102858067,2.472217976,2.342651129,2.72925001,2.278622043,2.025235798,2.516572539,1.986887329,1.91736412,2.120451667
4038,3.878367764,3.757736528,4.102858067,2.624248338,2.342651129,2.800843876,2.211632146,2.025235798,2.487374172,2.052533119,1.91736412,2.120451667
4073,3.838346703,3.757736528,3.982794885,2.732570767,2.667618415,2.800843876,2.267553459,2.035604751,2.487374172,2.055140089,1.925185029,2.120451667
4155,3.8442748,3.774508697,3.982794885,2.754243126,2.667618415,2.800843876,2.173328837,2.016251058,2.328322957,2.059968558,1.925185029,2.134937073
4165,3.913637155,3.775520818,3.982794885,2.781556421,2.667618415,2.88278376,2.138742175,2.016251058,2.304842364,2.088911234,1.925185029,2.206611601
4213,3.944639159,3.775520818,4.075800896,2.689269469,2.390757561,2.88278376,2.232942529,2.016251058,2.506606517,2.085669674,1.915460348,2.206611601
4235,3.942014344,3.767646375,4.075800896,2.687106104,2.390757561,2.88278376,2.268901046,2.016251058,2.506606517,2.077462904,1.915460348,2.206611601
4267,3.931146335,3.767646375,4.075800896,2.680647489,2.390757561,2.863407913,2.294029285,2.016251058,2.506606517,2.079510907,1.915460348,2.212755608
4273,3.823043546,3.751492531,3.949991733,2.788057821,2.712988559,2.863407913,2.396727545,2.155389651,2.529742363,2.143637115,2.107838975,2.212755608
4278,3.916674634,3.751492531,4.048539639,2.657943569,2.397434235,2.863407913,2.398148713,2.16249549,2.529742363,2.07731558,1.911352158,2.212755608
4302,3.856277783,3.751492531,4.048539639,2.603294568,2.397434235,2.712988559,2.366638926,2.16249549,2.529742363,2.046513889,1.911352158,2.120350533
4325,3.857819781,3.756118525,4.048539639,2.594974193,2.397434235,2.69946091,2.367906521,2.16249549,2.529742363,2.043501046,1.911352158,2.120350533
4344,3.854957328,3.756118525,4.039952278,2.591223312,2.386181593,2.69946091,2.314131637,2.161609141,2.529742363,2.043750909,1.912101746,2.120350533
4411,3.927343891,3.756118525,4.039952278,2.631934968,2.386181593,2.821595878,2.215781782,2.037993086,2.367753614,2.074983885,1.912101746,2.21404946
4423,4.007744457,3.985960871,4.039952278,2.611211771,2.386181593,2.821595878,2.290249403,2.037993086,2.534833594,2.009784149,1.903201241,2.21404946
4443,3.914579094,3.760456189,3.997320222,2.735059877,2.625857842,2.821595878,2.222437954,2.010000333,2.534833594,2.076760865,1.903201241,2.21404946
4451,3.83901881,3.759280019,3.997320222,2.686730336,2.625857842,2.75772591,2.17467229,2.010000333,2.534833594,2.041440369,1.903201241,2.113031895
4464,3.839704015,3.759280019,3.999375838,2.755740905,2.676607255,2.832889552,2.206961053,2.010000333,2.534833594,2.143783042,2.10808797,2.210229262
4487,3.909686032,3.759280019,3.999375838,2.645853638,2.428064108,2.832889552,2.296919299,2.010000333,2.534833594,2.074127335,1.904064775,2.210229262
4493,3.983455888,3.970402241,3.999375838,2.700741633,2.428064108,2.841271239,2.18834242,1.991949196,2.48778432,2.107664676,1.904064775,2.210229262
4526,3.975723687,3.970402241,3.980589587,2.62841086,2.428064108,2.841271239,2.2519635,1.991949196,2.48778432,1.997247402,1.878977439,2.208699992
4579,3.98332715,3.976179233,3.993212629,2.767829755,2.615897233,2.846320792,2.2986024,1.991949196,2.48778432,2.109494803,1.878977439,2.240806978
4613,3.976761735,3.960893342,3.993212629,2.677348143,2.569826404,2.846320792,2.239686899,1.991949196,2.48778432,2.004315339,1.878977439,2.240806978
4615,3.996563218,3.960893342,4.035583682,2.725709537,2.569826404,2.846320792,2.199968268,1.991949196,2.362119796,2.116515775,1.8931616,2.240806978
4648,3.919179629,3.761061864,4.035583682,2.661192913,2.569826404,2.760981415,2.236847308,2.028475449,2.362119796,2.068552798,1.8931616,2.215578747
4734,3.859585192,3.761061864,4.035583682,2.71589259,2.65277092,2.760981415,2.225941345,2.028475449,2.362119796,2.141180151,2.096918046,2.215578747
4742,3.821026687,3.761061864,3.919908167,2.659073304,2.590523558,2.733925434,2.187330041,2.028475449,2.289191165,2.018041631,1.846163184,2.111043662
4746,3.824172147,3.770498244,3.919908167,2.682345128,2.590523558,2.733925434,2.212966711,2.1566588,2.289191165,2.022256673,1.846163184,2.111043662
4784,3.942147284,3.770498244,4.136035442,2.564347133,2.37993145,2.722586392,2.226489039,2.1566588,2.356802805,1.945314517,1.846163184,2.109563173
4803,3.975262376,3.770498244,4.136035442,2.619473356,2.37993145,2.755902227,2.192727549,2.007536946,2.356802805,2.058300056,1.880217195,2.185119802
4808,3.973861228,3.766294797,4.136035442,2.589557054,2.37993145,2.755902227,2.167175002,2.007536946,2.356802805,2.048627782,1.880217195,2.185119802
4811,3.91885482,3.766294797,4.019253443,2.64602767,2.549343298,2.755902227,2.174170601,2.007536946,2.356802805,2.051671647,1.889348789,2.185119802
4832,3.905570575,3.766294797,3.979400709,2.578814644,2.549343298,2.632837485,2.190228311,2.007536946,2.356802805,1.948652019,1.876060918,2.080546351
4869,4.001366578,3.97101622,4.053682804,2.489325518,2.364370108,2.554263148,2.166153367,2.007536946,2.236947348,1.877996087,1.868578553,1.889348789
4902,4.006120506,3.979400709,4.053682804,2.570063212,2.364370108,2.79155638,2.171389043,2.033715326,2.236947348,1.98652369,1.868578553,2.214931599
4906,3.940436999,3.782350187,4.053682804,2.619345238,2.364370108,2.79155638,2.256944299,2.033715326,2.573589465,2.056529415,1.868578553,2.214931599
4908,3.922343473,3.782350187,3.999402225,2.671482757,2.520782667,2.79155638,2.222218611,2.030412828,2.573589465,2.060762446,1.881277646,2.214931599
4925,3.845578661,3.754983569,3.999402225,2.612713545,2.520782667,2.702109225,2.248230582,2.030412828,2.573589465,2.017576075,1.881277646,2.086078093
4932,3.895320511,3.754983569,3.999402225,2.632107112,2.520782667,2.760289925,2.248805559,2.030412828,2.573589465,2.053994088,1.881277646,2.19533213
4975,3.820845144,3.754983569,3.931575737,2.657132858,2.595859906,2.760289925,2.243197101,2.005673039,2.573589465,2.119655369,2.07826149,2.19533213
5001,3.825059569,3.767626847,3.931575737,2.684814447,2.595859906,2.760289925,2.239623783,2.005673039,2.555722873,2.115164294,2.07189926,2.19533213
5032,3.851595888,3.767626847,4.011184692,2.5607221,2.388012886,2.698293508,2.267478747,2.005673039,2.555722873,2.006743418,1.870069504,2.07826149
5075,3.909862568,3.767626847,4.011184692,2.522890796,2.388012886,2.698293508,2.253058858,2.005673039,2.555722873,1.945860907,1.870069504,2.07189926
5101,3.906400923,3.757241912,4.011184692,2.493811443,2.388012886,2.611055451,2.237522866,2.005673039,2.555722873,1.952248499,1.870069504,2.091062037
5104,3.8278314,3.757241912,3.950776165,2.597465153,2.482365994,2.698974014,2.309921383,2.161623006,2.555722873,2.02339999,1.895613957,2.091062037
5145,3.765338279,3.757241912,3.775476122,2.633954428,2.591833819,2.698974014,2.296326592,2.161623006,2.487748918,2.08271332,2.073553945,2.091062037
5149,3.848966371,3.763296803,4.008126189,2.691057022,2.591833819,2.782363232,2.319748352,2.161623006,2.487748918,2.128467609,2.073553945,2.228324905
5200,3.947265191,3.763296803,4.070372581,2.588178888,2.390339613,2.782363232,2.372117334,2.161623006,2.55675267,2.060172849,1.878639698,2.228324905
5201,4.034463332,4.008126189,4.070372581,2.641939646,2.390339613,2.782363232,2.388894078,2.245506725,2.55675267,2.099927919,1.878639698,2.228324905
5203,3.953198668,3.764332195,4.070372581,2.577482592,2.390339613,2.753116094,2.416057026,2.245506725,2.55675267,2.048735473,1.878639698,2.192819153
5233,3.920497066,3.764332195,4.024891226,2.707262482,2.588992068,2.779679283,2.354011586,2.177521717,2.55675267,2.173106955,2.074747569,2.251754143
5244,3.82930226,3.751306808,3.972267775,2.651164883,2.584823299,2.779679283,2.323879734,2.136137189,2.55675267,2.133901977,2.074747569,2.251754143
5267,3.887215894,3.751306808,3.972267775,2.621769783,2.500806767,2.779679283,2.297672796,2.136137189,2.503480369,2.064410139,1.866272056,2.251754143
5280,3.914367112,3.751306808,4.053721428,2.490920347,2.387130976,2.584823299,2.335312253,2.136137189,2.503480369,1.940311568,1.866272056,2.07520422
5290,3.983576911,3.938073099,4.053721428,2.455259265,2.387130976,2.500806767,2.250463714,2.079237675,2.433704011,1.872521801,1.866272056,1.879458427
5307,4.050014176,3.958936207,4.137384892,2.421791588,2.387130976,2.477840051,2.307982745,2.079237675,2.46511687,1.877334054,1.871834921,1.880708814
5327,3.955525895,3.770256585,4.137384892,2.481640071,2.400403738,2.566676424,2.348351853,2.079237675,2.46511687,1.933367126,1.871834921,2.047557644
5359,3.973664969,3.770256585,4.137384892,2.575410378,2.400403738,2.759150972,2.279295569,2.079237675,2.46511687,2.03655522,1.880708814,2.181399203
5403,3.946661363,3.770256585,4.056374073,2.579955272,2.41403842,2.759150972,2.237465397,2.079237675,2.46511687,2.036707093,1.881164432,2.181399203
5406,4.019585522,3.989029061,4.056374073,2.648509542,2.41403842,2.772339236,2.284778485,2.080436559,2.46511687,2.078811511,1.881164432,2.181399203
5541,3.94224863,3.781342755,4.056374073,2.613441677,2.41403842,2.772339236,2.203444296,2.058445927,2.337982728,2.043506462,1.881164432,2.173870898
5550,3.912638199,3.781342755,3.989029061,2.602142512,2.380140923,2.772339236,2.168669111,2.058445927,2.315803115,2.039584712,1.869399182,2.173870898
5561,3.836030373,3.759205585,3.96754278,2.528517432,2.380140923,2.653947377,2.211740715,2.058445927,2.315803115,2.002753796,1.869399182,2.075484057
5591,3.831356933,3.759205585,3.96754278,2.52723812,2.380140923,2.650109442,2.255075703,2.058445927,2.441228091,2.001447626,1.869399182,2.071565547
5605,3.824685386,3.759205585,3.94752814,2.539186718,2.415986717,2.650109442,2.257299568,2.058445927,2.441228091,2.004390688,1.878228368,2.071565547
5608,3.896515755,3.767322434,3.97469669,2.594423357,2.415986717,2.717173912,2.284973249,2.164106801,2.441228091,2.042388724,1.878228368,2.177372256
5623,4.006445352,3.94752814,4.097111225,2.51290712,2.405560732,2.717173912,2.267427328,2.076377197,2.441228091,1.972063138,1.860588789,2.177372256
5624,4.029796777,3.97469669,4.097111225,2.509950352,2.405560732,2.717173912,2.244195916,2.076377197,2.441228091,1.967775835,1.860588789,2.177372256
5630,3.957130212,3.756696993,4.097111225,2.449790429,2.405560732,2.536694142,2.220844491,2.076377197,2.326922439,1.931967605,1.860588789,2.069947568
5661,3.915859008,3.756696993,4.017582417,2.554912048,2.407116413,2.720925588,2.187137378,2.076377197,2.324470964,2.03362245,1.865366459,2.165553323
5665,3.9397228,3.756696993,4.089173794,2.522042232,2.308506966,2.720925588,2.157108115,2.046668019,2.324470964,2.034276233,1.867327809,2.165553323
5680,4.010378712,3.96866473,4.089173794,2.470089531,2.308506966,2.720925588,2.199328255,2.046668019,2.324470964,1.947781466,1.810463265,2.165553323
5705,4.015625606,3.96866473,4.089173794,2.341529105,2.308506966,2.380836039,2.267254209,2.046668019,2.519267289,1.843785169,1.810463265,1.867327809
5714,3.904357033,3.755368076,3.989038294,2.416260827,2.335244311,2.53270213,2.270194822,2.046668019,2.519267289,1.904882629,1.810463265,2.05062019
5776,3.907779189,3.755368076,3.989038294,2.42253798,2.335244311,2.53270213,2.263247494,2.046668019,2.519267289,1.903495073,1.806300598,2.05062019
5788,3.835348471,3.755368076,3.978931197,2.519993332,2.399667498,2.627610369,2.355582082,2.123650237,2.519267289,1.977395979,1.806300598,2.075267148
5810,3.913193221,3.77174614,3.988902328,2.578111304,2.399667498,2.707056046,2.371771322,2.123650237,2.519267289,2.038721389,1.806300598,2.23459642
5811,3.915058315,3.77174614,3.988902328,2.566726884,2.365514237,2.707056046,2.298477229,2.123650237,2.508340959,2.053575188,1.850861995,2.23459642
5812,4.025642262,3.984526476,4.103497982,2.453373657,2.287550688,2.707056046,2.235165623,2.022615998,2.508340959,1.979621972,1.850861995,2.23459642
5843,3.953167247,3.771477282,4.103497982,2.426221379,2.287550688,2.625599212,2.317897164,2.022615998,2.537307941,1.926514475,1.850861995,2.075273928
5856,3.972940796,3.771477282,4.103497982,2.410528171,2.287550688,2.625599212,2.248271507,2.022615998,2.537307941,1.941499068,1.853407502,2.075273928
5859,3.9945172,3.771477282,4.168227196,2.409106322,2.283285141,2.625599212,2.225147218,2.022615998,2.537307941,1.937718703,1.842066407,2.075273928
5903,4.103405438,4.043847124,4.168227196,2.436039041,2.283285141,2.706397367,2.218464936,2.022615998,2.537307941,1.97353318,1.842066407,2.18271736
5916,4.071996465,3.949620207,4.168227196,2.445735825,2.283285141,2.706397367,2.21739098,2.017246218,2.537307941,1.952897326,1.83390821,2.18271736
5917,3.937615342,3.765083825,4.098141993,2.52166036,2.347524968,2.706397367,2.207519921,2.017246218,2.487952644,2.020880308,1.83390821,2.18271736
5971,3.920502979,3.765083825,4.046804905,2.378015367,2.275462389,2.511058744,2.182371444,2.017246218,2.487952644,1.909190291,1.83390821,2.046015355
5977,3.932989358,3.765083825,4.046804905,2.503198874,2.275462389,2.72307549,2.137428656,2.017246218,2.487952644,2.032588562,1.847647309,2.204103023
6007,4.069726216,3.987079344,4.175294399,2.425272657,2.275462389,2.72307549,2.206045093,2.017246218,2.487952644,1.967620621,1.847647309,2.204103023
6008,4.046000429,3.975627543,4.175294399,2.436049002,2.277280092,2.72307549,2.255868508,2.028088711,2.487952644,1.966172169,1.843301954,2.204103023
6044,4.077941935,3.975627543,4.175294399,2.290105327,2.277280092,2.307791423,2.186346347,2.028088711,2.462467598,1.848726929,1.843301954,1.851767302
6092,3.937428009,3.753752621,4.082903862,2.366826493,2.285244465,2.50744359,2.222390792,2.028088711,2.462467598,1.911402051,1.843301954,2.039136897
6095,3.873408043,3.753752621,4.082903862,2.465191711,2.285244465,2.602887079,2.224295791,2.037613707,2.462467598,1.984560644,1.851767302,2.062777734
6117,3.872694377,3.753752621,4.080762863,2.469140082,2.297089577,2.602887079,2.159259684,2.037613707,2.266363297,1.984199877,1.850685,2.062777734
6121,3.954312185,3.783567647,4.080762863,2.526452684,2.297089577,2.679381397,2.111394007,2.027034912,2.214692513,2.042583524,1.850685,2.214287839
6149,4.018803291,3.977040966,4.080762863,2.41996105,2.283412175,2.679381397,2.180534443,2.027034912,2.486044019,1.967996294,1.839016042,2.214287839
6166,3.916440398,3.773674184,3.998606045,2.517067193,2.283412175,2.679381397,2.155614081,2.027034912,2.486044019,2.037130027,1.839016042,2.214287839
6198,3.902458078,3.773674184,3.977040966,2.518539283,2.283412175,2.683797666,2.193226954,2.027034912,2.486044019,2.025338591,1.839016042,2.178913531
6214,3.832340789,3.766689099,3.956659082,2.621415998,2.588408008,2.683797666,2.176234143,2.027034912,2.486044019,2.098837561,2.058086199,2.178913531
6241,3.900197153,3.766689099,3.977243276,2.657231613,2.592042321,2.695854852,2.214044808,2.052323011,2.486044019,2.132480025,2.059512954,2.178913531
6248,3.932683828,3.766689099,4.05411911,2.517189603,2.263671637,2.695854852,2.220042483,2.052323011,2.516032391,2.016966085,1.832371712,2.15901359
6304,4.004709111,3.977243276,4.05411911,2.545391273,2.263671637,2.695854852,2.258533913,2.052323011,2.516032391,2.053949699,1.832371712,2.170463796
6342,4.004717958,3.977269816,4.05411911,2.534104899,2.263671637,2.676647331,2.253388931,2.052323011,2.516032391,2.06902693,1.832371712,2.204245281
6361,3.909819213,3.769422875,3.982764948,2.637156946,2.572827777,2.676647331,2.346811785,2.199953165,2.51943728,2.145652669,2.06224893,2.204245281
6401,3.834745006,3.757542326,3.977269816,2.570752556,2.477434162,2.661995729,2.329294229,2.128500457,2.51943728,2.104677575,2.047538513,2.204245281
6432,3.764551286,3.757542326,3.769422875,2.541415967,2.477434162,2.573985962,2.287997464,2.128500457,2.51943728,2.055353152,2.047538513,2.06224893
6454,3.833306321,3.757542326,3.975687981,2.406994154,2.16956234,2.573985962,2.340843599,2.128500457,2.546778527,1.977120392,1.82755065,2.056272015
6484,3.944729852,3.766688657,4.091812918,2.304383323,2.16956234,2.573985962,2.331254089,2.128500457,2.546778527,1.893711235,1.79731104,2.056272015
6495,4.06152993,3.975687981,4.117088891,2.339181791,2.16956234,2.678381366,2.253796325,2.128500457,2.546778527,1.941458963,1.79731104,2.199515199
6541,3.991331266,3.76509199,4.117088891,2.440922833,2.169601667,2.678381366,2.256762115,2.13214846,2.546778527,2.018294004,1.79731104,2.199515199
6548,3.935121833,3.76509199,4.117088891,2.447835512,2.190339703,2.678381366,2.249661739,2.13214846,2.546778527,2.023387433,1.812591325,2.199515199
6580,3.8789087,3.76509199,3.948449494,2.44463987,2.190339703,2.668794441,2.24290261,2.13214846,2.512982881,2.022387639,1.812591325,2.196515816
6619,3.87821829,3.763020758,3.948449494,2.441582128,2.190339703,2.668794441,2.279047832,2.13214846,2.512982881,2.018132528,1.812591325,2.196515816
6621,3.895068277,3.763020758,3.973734579,2.445644827,2.2025278,2.668794441,2.283047191,2.143329404,2.512982881,2.020993877,1.821175373,2.196515816
6648,3.952252854,3.763020758,4.120003223,2.279103155,2.169169426,2.46561224,2.262934075,2.042763822,2.512982881,1.896962407,1.821175373,2.045290442
6667,4.02136985,3.970371748,4.120003223,2.17780388,2.161714413,2.2025278,2.236403112,2.042763822,2.512982881,1.822188401,1.820968426,1.824421406
6684,3.948897164,3.756316521,4.120003223,2.263330534,2.161714413,2.459107764,2.245007648,2.042763822,2.556005562,1.896439667,1.820968426,2.04392917
6728,3.834809168,3.756316521,3.970371748,2.388785685,2.161714413,2.545534877,2.207937636,2.042763822,2.556005562,1.975489597,1.820968426,2.061571195
6729,3.834725509,3.756316521,3.970120771,2.555544072,2.459107764,2.661989574,2.183264643,2.028780289,2.556005562,2.098932204,2.04392917,2.191296247
6730,3.921549655,3.777739235,4.01678896,2.463398586,2.182671309,2.661989574,2.21070265,2.028780289,2.556005562,2.024489754,1.820601821,2.191296247
6741,3.983117469,3.962442676,4.01678896,2.340102081,2.17564536,2.661989574,2.279754825,2.028780289,2.556005562,1.943707951,1.819225784,2.191296247
6758,3.921956926,3.786639142,4.01678896,2.296262527,2.17564536,2.530470914,2.212897187,2.028780289,2.486652747,1.892651354,1.819225784,2.038126458
6796,3.917955225,3.786639142,4.004783856,2.463618121,2.17564536,2.684738089,2.20540951,2.028780289,2.486652747,2.031989606,1.819225784,2.238616578
6805,3.949132653,3.786639142,4.05597496,2.472272156,2.201607466,2.684738089,2.202669426,2.015079869,2.486652747,2.032630994,1.821149945,2.238616578
6815,3.941733065,3.764440378,4.05597496,2.449097126,2.201607466,2.684738089,2.212913805,2.015079869,2.486652747,2.034573448,1.821149945,2.238616578
6867,3.919104837,3.764440378,4.05597496,2.287848882,2.200993356,2.460945825,2.184193682,2.015079869,2.343052133,1.908563224,1.821149945,2.043953821
6869,3.876250178,3.764440378,3.936899172,2.433796448,2.200993356,2.639450164,2.23563,2.015079869,2.478898957,2.039298017,1.860585905,2.213354325
